group	colour	key	showSelected1	x
1	#000000	1.06268297648057	train	1.06268297648057
2	#000000	4.3764197290875	train	4.3764197290875
3	#000000	-2.35647932393476	train	-2.35647932393476
4	#000000	-1.19906080653891	train	-1.19906080653891
5	#000000	3.07483389042318	train	3.07483389042318
6	#000000	4.78075725259259	train	4.78075725259259
7	#000000	4.57933716475964	train	4.57933716475964
8	#000000	2.62731856433675	train	2.62731856433675
9	#000000	0.0964853493496776	train	0.0964853493496776
10	#000000	-4.35523204738274	train	-4.35523204738274
11	#FF0000	1.43572765169665	test	1.43572765169665
12	#FF0000	4.15908884257078	test	4.15908884257078
13	#FF0000	-4.04767419211566	test	-4.04767419211566
14	#FF0000	-2.04627197002992	test	-2.04627197002992
15	#FF0000	2.6993169891648	test	2.6993169891648
16	#FF0000	-2.44106474099681	test	-2.44106474099681
17	#FF0000	0.178957260213792	test	0.178957260213792
18	#FF0000	1.7784993047826	test	1.7784993047826
19	#FF0000	-3.52772180689499	test	-3.52772180689499
20	#FF0000	2.00526044936851	test	2.00526044936851
21	#FF0000	4.57992534851655	test	4.57992534851655
22	#FF0000	3.28625058988109	test	3.28625058988109
23	#FF0000	-3.80721196997911	test	-3.80721196997911
24	#FF0000	-2.59659008821473	test	-2.59659008821473
25	#FF0000	2.43188487831503	test	2.43188487831503
26	#FF0000	-1.84202378382906	test	-1.84202378382906
27	#FF0000	-1.43774565076455	test	-1.43774565076455
28	#FF0000	4.14359879679978	test	4.14359879679978
29	#FF0000	-2.25598458899185	test	-2.25598458899185
30	#FF0000	-0.666619276162237	test	-0.666619276162237
31	#FF0000	0.217734931502491	test	0.217734931502491
32	#FF0000	-3.73830862808973	test	-3.73830862808973
33	#FF0000	4.56151891965419	test	4.56151891965419
34	#FF0000	2.60002784896642	test	2.60002784896642
35	#FF0000	-3.63104291260242	test	-3.63104291260242
36	#FF0000	4.30865071713924	test	4.30865071713924
37	#FF0000	-1.13817139295861	test	-1.13817139295861
38	#FF0000	-4.40776953706518	test	-4.40776953706518
39	#FF0000	4.86357388785109	test	4.86357388785109
40	#FF0000	2.66906925244257	test	2.66906925244257
41	#FF0000	1.9803210766986	test	1.9803210766986
42	#FF0000	2.23329063737765	test	2.23329063737765
43	#FF0000	-4.19977163895965	test	-4.19977163895965
44	#FF0000	4.386823666282	test	4.386823666282
45	#FF0000	4.78040572721511	test	4.78040572721511
46	#FF0000	3.26704839477316	test	3.26704839477316
47	#FF0000	-3.82614479167387	test	-3.82614479167387
48	#FF0000	-0.775911000091583	test	-0.775911000091583
49	#FF0000	0.754946253728122	test	0.754946253728122
50	#FF0000	4.85995413735509	test	4.85995413735509
51	#FF0000	-3.78946365090087	test	-3.78946365090087
52	#FF0000	-1.67034428799525	test	-1.67034428799525
53	#FF0000	-0.151886786334217	test	-0.151886786334217
54	#FF0000	3.23713784571737	test	3.23713784571737
55	#FF0000	4.90718791494146	test	4.90718791494146
56	#FF0000	3.98702976759523	test	3.98702976759523
57	#FF0000	4.18254539137706	test	4.18254539137706
58	#FF0000	-0.569159102160484	test	-0.569159102160484
59	#FF0000	-2.12373616872355	test	-2.12373616872355
60	#FF0000	-2.85384828224778	test	-2.85384828224778
61	#FF0000	-2.49036039691418	test	-2.49036039691418
62	#FF0000	4.04474277049303	test	4.04474277049303
63	#FF0000	1.88795320689678	test	1.88795320689678
64	#FF0000	1.17795266211033	test	1.17795266211033
65	#FF0000	-3.80878648720682	test	-3.80878648720682
66	#FF0000	1.10549529315904	test	1.10549529315904
67	#FF0000	-3.55135762365535	test	-3.55135762365535
68	#FF0000	4.90378511603922	test	4.90378511603922
69	#FF0000	3.72419424820691	test	3.72419424820691
70	#FF0000	-4.17498839786276	test	-4.17498839786276
71	#FF0000	-0.636639471631497	test	-0.636639471631497
72	#FF0000	0.436588204465807	test	0.436588204465807
73	#FF0000	2.35814004903659	test	2.35814004903659
74	#FF0000	-0.805427685845643	test	-0.805427685845643
75	#FF0000	4.47056510718539	test	4.47056510718539
76	#FF0000	-4.2285431874916	test	-4.2285431874916
77	#FF0000	-0.76716233510524	test	-0.76716233510524
78	#FF0000	4.31476291734725	test	4.31476291734725
79	#FF0000	-4.46059607435018	test	-4.46059607435018
80	#FF0000	-1.99499337235466	test	-1.99499337235466
81	#FF0000	-3.119659377262	test	-3.119659377262
82	#FF0000	-4.02294255560264	test	-4.02294255560264
83	#FF0000	-1.67250773636624	test	-1.67250773636624
84	#FF0000	2.84472109517083	test	2.84472109517083
85	#FF0000	-1.6335020493716	test	-1.6335020493716
86	#FF0000	-0.034370522480458	test	-0.034370522480458
87	#FF0000	-0.67689202260226	test	-0.67689202260226
88	#FF0000	0.602770277764648	test	0.602770277764648
89	#FF0000	0.970857026986778	test	0.970857026986778
90	#FF0000	2.39067831309512	test	2.39067831309512
91	#FF0000	-2.7209010371007	test	-2.7209010371007
92	#FF0000	-3.79582737572491	test	-3.79582737572491
93	#FF0000	-1.0793622257188	test	-1.0793622257188
94	#FF0000	-0.563962715677917	test	-0.563962715677917
95	#FF0000	4.65967702446505	test	4.65967702446505
96	#FF0000	-0.669654118828476	test	-0.669654118828476
97	#FF0000	0.056782450992614	test	0.056782450992614
98	#FF0000	1.6630504722707	test	1.6630504722707
99	#FF0000	0.745784337632358	test	0.745784337632358
100	#FF0000	-3.609828222543	test	-3.609828222543
101	#000000	1.06268297648057	train	1.06268297648057
102	#000000	4.3764197290875	train	4.3764197290875
103	#000000	-2.35647932393476	train	-2.35647932393476
104	#000000	-1.19906080653891	train	-1.19906080653891
105	#000000	3.07483389042318	train	3.07483389042318
106	#000000	4.78075725259259	train	4.78075725259259
107	#000000	4.57933716475964	train	4.57933716475964
108	#000000	2.62731856433675	train	2.62731856433675
109	#000000	0.0964853493496776	train	0.0964853493496776
110	#000000	-4.35523204738274	train	-4.35523204738274
111	#FF0000	1.43572765169665	test	1.43572765169665
112	#FF0000	4.15908884257078	test	4.15908884257078
